time,logger,level,message,exception
2013-01-04 22:19:55.1625,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Temp%2fRegistrationDocuments%2fByEmail:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fRegistrationDocuments_2fByEmail : AbstractViewGenerator
{
	public Index_Temp_2fRegistrationDocuments_2fByEmail()
	{
		this.ViewText = @""from doc in docs.RegistrationDocuments
select new { Email = doc.Email }
"";
		this.ForEntityNames.Add(""RegistrationDocuments"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""RegistrationDocuments""
			select new { Email = doc.Email, __document_id = doc.__document_id });
		this.AddField(""Email"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Email"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Email"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fRegistrationDocuments_2fByEmail : AbstractViewGenerator
{
	public Index_Temp_2fRegistrationDocuments_2fByEmail()
	{
		this.ViewText = @""from doc in docs.RegistrationDocuments
select new { Email = doc.Email }
"";
		this.ForEntityNames.Add(""RegistrationDocuments"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""RegistrationDocuments""
			select new { Email = doc.Email, __document_id = doc.__document_id });
		this.AddField(""Email"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Email"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Email"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2013-01-04 22:19:55.1733,Raven.Database.Indexing.IndexStorage.Startup,Debug,Loading saved index Raven/DocumentsByEntityName,
2013-01-04 22:19:55.2045,Raven.Database.Indexing.IndexStorage.Startup,Warn,"Unclean shutdown detected on Raven/DocumentsByEntityName, checking the index for errors. This may take a while.",
2013-01-04 22:19:55.4036,Raven.Database.Indexing.IndexStorage.Startup,Warn,"Checking index Raven/DocumentsByEntityName took: 00:00:00.1656493, clean: True",
2013-01-04 22:19:55.4056,Raven.Database.Indexing.IndexStorage,Warn,"Segments file=segments_3b numSegments=3 version=FORMAT_DIAGNOSTICS [Lucene 2.9]
  1 of 3: name=_1y docCount=1
    compound=False
    hasProx=True
    numFiles=8
    size (MB)=0.00
    diagnostics = {os=Windows_NT, mergeDocStores=True, optimize=False, lucene.version=2.9.4.1, mergeFactor=10, source=merge, os.arch=AMD64, java.version=, os.version=Microsoft Windows NT 6.2.9200.0, java.vendor=}
    has deletions [delFileName=_1y_1.del]
    test: open reader.........OK [1 deleted docs]
    test: fields..............OK [3 fields]
    test: field norms.........OK [0 fields]
    test: terms, freq, prox...OK [3 terms; 3 terms/docs pairs; 0 tokens]
    test: stored fields.......OK [0 total field count; avg NaN fields per doc]
    test: term vectors........OK [0 total vector count; avg NaN term/freq vector fields per doc]

  2 of 3: name=_1z docCount=1
    compound=True
    hasProx=True
    numFiles=2
    size (MB)=0.00
    diagnostics = {os=Windows_NT, lucene.version=2.9.4.1, source=flush, os.arch=AMD64, java.version=, os.version=Microsoft Windows NT 6.2.9200.0, java.vendor=}
    has deletions [delFileName=_1z_1.del]
    test: open reader.........OK [1 deleted docs]
    test: fields..............OK [3 fields]
    test: field norms.........OK [0 fields]
    test: terms, freq, prox...OK [3 terms; 3 terms/docs pairs; 0 tokens]
    test: stored fields.......OK [0 total field count; avg NaN fields per doc]
    test: term vectors........OK [0 total vector count; avg NaN term/freq vector fields per doc]

  3 of 3: name=_20 docCount=1
    compound=True
    hasProx=True
    numFiles=2
    size (MB)=0.00
    diagnostics = {os=Windows_NT, lucene.version=2.9.4.1, source=flush, os.arch=AMD64, java.version=, os.version=Microsoft Windows NT 6.2.9200.0, java.vendor=}
    has deletions [delFileName=_20_1.del]
    test: open reader.........OK [1 deleted docs]
    test: fields..............OK [3 fields]
    test: field norms.........OK [0 fields]
    test: terms, freq, prox...OK [3 terms; 3 terms/docs pa",
2013-01-04 22:19:55.4222,Raven.Database.Indexing.Index.Indexing,Debug,Creating index for Raven/DocumentsByEntityName,
2013-01-04 22:19:55.4378,Raven.Database.Indexing.IndexStorage.Startup,Debug,Loading saved index Temp/RegistrationDocuments/ByEmail,
2013-01-04 22:19:55.5540,Raven.Database.Indexing.Index.Indexing,Debug,Creating index for Temp/RegistrationDocuments/ByEmail,
2013-01-04 22:19:55.5930,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Backup/Status' was not found,
2013-01-04 22:19:55.6770,Raven.Database.Indexing.IndexStorage,Info,Deleting index Temp/RegistrationDocuments/ByEmail,
2013-01-04 22:19:55.6896,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 1 because: DELETE INDEX Temp/RegistrationDocuments/ByEmail,
2013-01-04 22:19:55.7257,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 1, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:19:55.7257,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 1, for: IndexingExecuter, will wait for additional work",
2013-01-04 22:20:03.2351,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2013-01-04 22:20:03.2888,Raven.Database.Server.HttpServer,Debug,Request #   1: GET     -    84 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2013-01-04 22:20:03.3103,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Hilo/RegistrationDocuments' was found,
2013-01-04 22:20:03.3649,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/ServerPrefixForHilo' was not found,
2013-01-04 22:20:03.5152,Raven.Database.Server.HttpServer,Debug,Request #   2: GET     -   223 ms - <default>  - 200 - /queries/?&id=Raven/Hilo/RegistrationDocuments&id=Raven/ServerPrefixForHilo,
2013-01-04 22:20:03.7290,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Raven/Hilo/RegistrationDocuments', update: True, ",
2013-01-04 22:20:03.7290,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 2 because: PUT Raven/Hilo/RegistrationDocuments,
2013-01-04 22:20:03.7329,Raven.Database.DocumentDatabase,Debug,Put document Raven/Hilo/RegistrationDocuments with etag 00000000-0000-0900-0000-000000000001,
2013-01-04 22:20:03.7768,Raven.Database.Server.HttpServer,Debug,Request #   3: PUT     -   159 ms - <default>  - 201 - /docs/Raven/Hilo/RegistrationDocuments,
2013-01-04 22:20:03.7768,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 2, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:03.8461,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0800-0000-000000000004,
2013-01-04 22:20:03.8890,Raven.Database.Impl.DocumentRetriever,Debug,Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/RegistrationDocuments,
2013-01-04 22:20:03.8890,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 0 documents remained",
2013-01-04 22:20:03.9105,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Raven/DocumentsByEntityName, no indexing will be performed, updating to 00000000-0000-0900-0000-000000000001, 1/5/2013 3:20:03 AM",
2013-01-04 22:20:03.9408,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 3 because: WORK BY IndexingExecuter,
2013-01-04 22:20:03.9408,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 3, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:03.9408,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 3, for: IndexingExecuter, will wait for additional work",
2013-01-04 22:20:03.9827,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RegistrationDocuments/2113', update: False, ",
2013-01-04 22:20:03.9827,Raven.Database.DocumentDatabase,Debug,Put document RegistrationDocuments/2113 with etag 00000000-0000-0900-0000-000000000002,
2013-01-04 22:20:03.9827,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 4 because: PUT RegistrationDocuments/2113,
2013-01-04 22:20:03.9827,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0106408,
2013-01-04 22:20:04.0169,Raven.Database.Server.HttpServer,Debug,Request #   4: POST    -    64 ms - <default>  - 200 - /bulk_docs,
2013-01-04 22:20:04.0306,Raven.Database.Server.HttpServer,Debug,"	PUT RegistrationDocuments/2113
",
2013-01-04 22:20:04.0306,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 4, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:04.0608,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0900-0000-000000000001,
2013-01-04 22:20:04.0823,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2013-01-04 22:20:04.0969,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2013-01-04 22:20:04.0969,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0900-0000-000000000001",
2013-01-04 22:20:04.0969,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RegistrationDocuments/2113),
2013-01-04 22:20:04.0823,Raven.Database.Server.HttpServer,Debug,Request #   5: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2013-01-04 22:20:04.5664,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RegistrationDocuments/2113 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: registrationdocuments/2113
	Tag I-: RegistrationDocuments
	LastModified I-: 20130105032003982
",
2013-01-04 22:20:04.6640,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Temp%2fRegistrationDocuments%2fByEmail:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fRegistrationDocuments_2fByEmail : AbstractViewGenerator
{
	public Index_Temp_2fRegistrationDocuments_2fByEmail()
	{
		this.ViewText = @""from doc in docs.RegistrationDocuments
select new { Email = doc.Email }
"";
		this.ForEntityNames.Add(""RegistrationDocuments"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""RegistrationDocuments""
			select new { Email = doc.Email, __document_id = doc.__document_id });
		this.AddField(""Email"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Email"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Email"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fRegistrationDocuments_2fByEmail : AbstractViewGenerator
{
	public Index_Temp_2fRegistrationDocuments_2fByEmail()
	{
		this.ViewText = @""from doc in docs.RegistrationDocuments
select new { Email = doc.Email }
"";
		this.ForEntityNames.Add(""RegistrationDocuments"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""RegistrationDocuments""
			select new { Email = doc.Email, __document_id = doc.__document_id });
		this.AddField(""Email"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Email"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Email"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2013-01-04 22:20:04.7294,Raven.Database.Indexing.IndexStorage,Info,Creating index Temp/RegistrationDocuments/ByEmail with encoded name Temp/RegistrationDocuments/ByEmail,
2013-01-04 22:20:04.7479,Raven.Database.Indexing.Index.Indexing,Debug,Creating index for Temp/RegistrationDocuments/ByEmail,
2013-01-04 22:20:04.7743,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 5 because: PUT INDEX Temp/RegistrationDocuments/ByEmail,
2013-01-04 22:20:04.7743,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 5, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:04.9792,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 22:20:05.0710,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2013-01-04 22:20:05.0710,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 6 because: WORK BY IndexingExecuter,
2013-01-04 22:20:05.0768,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 2 documents that requires indexing since etag: 00000000-0000-0000-0000-000000000000,
2013-01-04 22:20:05.0768,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 6, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:05.0768,Raven.Database.Impl.DocumentRetriever,Debug,Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/RegistrationDocuments,
2013-01-04 22:20:05.0768,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2013-01-04 22:20:05.0768,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Temp/RegistrationDocuments/ByEmail, LastIndexedEtag: 00000000-0000-0000-0000-000000000000",
2013-01-04 22:20:05.0768,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/RegistrationDocuments/ByEmail. (RegistrationDocuments/2113),
2013-01-04 22:20:05.1110,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RegistrationDocuments/2113 result in index Temp/RegistrationDocuments/ByEmail gave document: 	__document_id IS: registrationdocuments/2113
	Email I-: jimmy@codalicio.us
",
2013-01-04 22:20:05.1110,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Temp/RegistrationDocuments/ByEmail,
2013-01-04 22:20:05.1110,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 7 because: WORK BY IndexingExecuter,
2013-01-04 22:20:05.1110,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 7, for: IndexingExecuter, will wait for additional work",
2013-01-04 22:20:05.1110,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 7, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:05.2398,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 22:20:05.2720,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'registrationdocuments/2113' was found,
2013-01-04 22:20:05.2886,Raven.Database.Server.HttpServer,Debug,Request #   6: GET     -   959 ms - <default>  - 200 - /indexes/dynamic/RegistrationDocuments?query=Email%253Ajimmy%2540codalicio.us&start=0&pageSize=1&aggregation=None,
2013-01-04 22:20:05.2886,Raven.Database.Server.HttpServer,Debug,"	Query: Email:jimmy@codalicio.us
	Time: 896 ms
	Index: Temp/RegistrationDocuments/ByEmail
	Results: 1 returned out of 1 total.
",
2013-01-04 22:20:05.4058,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2013-01-04 22:20:05.4058,Raven.Database.Server.HttpServer,Debug,Request #   7: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2013-01-04 22:20:05.4058,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 22:20:05.4058,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'registrationdocuments/2113' was found,
2013-01-04 22:20:05.4058,Raven.Database.Server.HttpServer,Debug,Request #   8: GET     -     4 ms - <default>  - 200 - /indexes/dynamic/RegistrationDocuments?query=Email%253Ajimmy%2540codalicio.us&start=0&pageSize=1&aggregation=None,
2013-01-04 22:20:05.4058,Raven.Database.Server.HttpServer,Debug,"	Query: Email:jimmy@codalicio.us
	Time: 4 ms
	Index: Temp/RegistrationDocuments/ByEmail
	Results: 1 returned out of 1 total.
",
2013-01-04 22:20:05.4233,Raven.Database.DocumentDatabase,Debug,Delete a document with key: RegistrationDocuments/2113 and etag ,
2013-01-04 22:20:05.4233,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RegistrationDocuments/2113' was deleted,
2013-01-04 22:20:05.4487,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 8 because: DEL RegistrationDocuments/2113,
2013-01-04 22:20:05.4487,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0282061,
2013-01-04 22:20:05.4790,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 8, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:05.4487,Raven.Database.Server.HttpServer,Debug,Request #   9: POST    -    31 ms - <default>  - 200 - /bulk_docs,
2013-01-04 22:20:05.4790,Raven.Database.Server.HttpServer,Debug,"	DELETE RegistrationDocuments/2113
",
2013-01-04 22:20:05.4838,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Executing Index: Raven/DocumentsByEntityName, Keys: RegistrationDocuments/2113",
2013-01-04 22:20:05.4838,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RegistrationDocuments/2113' was not found,
2013-01-04 22:20:05.5190,Raven.Database.Indexing.Index.Indexing,Debug,Deleting (RegistrationDocuments/2113) from Raven/DocumentsByEntityName,
2013-01-04 22:20:05.5454,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Executing Index: Temp/RegistrationDocuments/ByEmail, Keys: RegistrationDocuments/2113",
2013-01-04 22:20:05.5454,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RegistrationDocuments/2113' was not found,
2013-01-04 22:20:05.5454,Raven.Database.Indexing.Index.Indexing,Debug,Deleting (RegistrationDocuments/2113) from Temp/RegistrationDocuments/ByEmail,
2013-01-04 22:20:05.5454,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 9 because: WORK BY IndexingExecuter,
2013-01-04 22:20:05.5454,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 9, for: IndexingExecuter, will wait for additional work",
2013-01-04 22:20:05.5454,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 9, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:09.8632,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Hilo/RegistrationDocuments' was found,
2013-01-04 22:20:09.8632,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/ServerPrefixForHilo' was not found,
2013-01-04 22:20:09.8632,Raven.Database.Server.HttpServer,Debug,Request #  10: GET     -     1 ms - <default>  - 200 - /queries/?&id=Raven/Hilo/RegistrationDocuments&id=Raven/ServerPrefixForHilo,
2013-01-04 22:20:09.8632,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2013-01-04 22:20:09.8632,Raven.Database.Server.HttpServer,Debug,Request #  11: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2013-01-04 22:20:10.1160,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Raven/Hilo/RegistrationDocuments', update: True, ",
2013-01-04 22:20:10.1160,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 10 because: PUT Raven/Hilo/RegistrationDocuments,
2013-01-04 22:20:10.1160,Raven.Database.DocumentDatabase,Debug,Put document Raven/Hilo/RegistrationDocuments with etag 00000000-0000-0900-0000-000000000003,
2013-01-04 22:20:10.1160,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0900-0000-000000000002,
2013-01-04 22:20:10.1160,Raven.Database.Impl.DocumentRetriever,Debug,Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/RegistrationDocuments,
2013-01-04 22:20:10.1160,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 0 documents remained",
2013-01-04 22:20:10.1160,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Raven/DocumentsByEntityName, no indexing will be performed, updating to 00000000-0000-0900-0000-000000000003, 1/5/2013 3:20:10 AM",
2013-01-04 22:20:10.1160,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Temp/RegistrationDocuments/ByEmail, no indexing will be performed, updating to 00000000-0000-0900-0000-000000000003, 1/5/2013 3:20:10 AM",
2013-01-04 22:20:10.1160,Raven.Database.Server.HttpServer,Debug,Request #  12: PUT     -     2 ms - <default>  - 201 - /docs/Raven/Hilo/RegistrationDocuments,
2013-01-04 22:20:10.1160,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 10, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:10.1160,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 11 because: WORK BY IndexingExecuter,
2013-01-04 22:20:10.1160,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 11, for: IndexingExecuter, will wait for additional work",
2013-01-04 22:20:10.1160,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 11, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:10.3991,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RegistrationDocuments/2145', update: False, ",
2013-01-04 22:20:10.3991,Raven.Database.DocumentDatabase,Debug,Put document RegistrationDocuments/2145 with etag 00000000-0000-0900-0000-000000000004,
2013-01-04 22:20:10.3991,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 12 because: PUT RegistrationDocuments/2145,
2013-01-04 22:20:10.3991,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0009898,
2013-01-04 22:20:10.3991,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0900-0000-000000000003,
2013-01-04 22:20:10.3991,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2013-01-04 22:20:10.3991,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0900-0000-000000000003",
2013-01-04 22:20:10.3991,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Temp/RegistrationDocuments/ByEmail, LastIndexedEtag: 00000000-0000-0900-0000-000000000003",
2013-01-04 22:20:10.3991,Raven.Database.Server.HttpServer,Debug,Request #  13: POST    -     2 ms - <default>  - 200 - /bulk_docs,
2013-01-04 22:20:10.3991,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RegistrationDocuments/2145),
2013-01-04 22:20:10.3991,Raven.Database.Server.HttpServer,Debug,"	PUT RegistrationDocuments/2145
",
2013-01-04 22:20:10.4049,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RegistrationDocuments/2145 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: registrationdocuments/2145
	Tag I-: RegistrationDocuments
	LastModified I-: 20130105032010399
",
2013-01-04 22:20:10.4049,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/RegistrationDocuments/ByEmail. (RegistrationDocuments/2145),
2013-01-04 22:20:10.4049,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RegistrationDocuments/2145 result in index Temp/RegistrationDocuments/ByEmail gave document: 	__document_id IS: registrationdocuments/2145
	Email I-: jimmy@codalicio.us
",
2013-01-04 22:20:10.4049,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Temp/RegistrationDocuments/ByEmail,
2013-01-04 22:20:10.4049,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 12, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:10.4401,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2013-01-04 22:20:10.4401,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 13 because: WORK BY IndexingExecuter,
2013-01-04 22:20:10.4401,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 13, for: IndexingExecuter, will wait for additional work",
2013-01-04 22:20:10.4401,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 13, for: ReducingExecuter, will wait for additional work",
2013-01-04 22:20:10.4517,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2013-01-04 22:20:10.4517,Raven.Database.Server.HttpServer,Debug,Request #  14: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2013-01-04 22:20:10.5591,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 22:20:10.5591,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'registrationdocuments/2145' was found,
2013-01-04 22:20:10.5611,Raven.Database.Server.HttpServer,Debug,Request #  15: GET     -     2 ms - <default>  - 200 - /indexes/dynamic/RegistrationDocuments?query=Email%253Ajimmy%2540codalicio.us&start=0&pageSize=1&aggregation=None,
2013-01-04 22:20:10.5611,Raven.Database.Server.HttpServer,Debug,"	Query: Email:jimmy@codalicio.us
	Time: 2 ms
	Index: Temp/RegistrationDocuments/ByEmail
	Results: 1 returned out of 1 total.
",
2013-01-04 22:20:10.7358,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2013-01-04 22:20:10.7358,Raven.Database.Server.HttpServer,Debug,Request #  16: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2013-01-04 22:20:10.7358,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/RegistrationDocuments/ByEmail for: Email:jimmy@codalicio.us,
2013-01-04 22:20:10.7358,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'registrationdocuments/2145' was found,
